2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
2021-12-06;A;;AIX;AIX;;;;;;0;EUR
